686519, 21244, 8583876
16366, 9186, 369765
576816, 22450, 8516597
42831, 13673, 914010
169245, 16152, 2583695
2215, 385, 69941
39760, 15110, 827924
12232, 6462, 287672
237040, 3601, 3767555
162643, 17922, 2222416
86375, 9440, 1454334
512263, 7155, 7887393
1346, 544, 72656
178268, 16504, 2362093
3552, 396, 89643
23618, 13596, 493836
294363, 6807, 4619075
13995, 9920, 368469
376363, 17109, 5857082
2313, 458, 80451
605873, 22490, 7937896
27298, 12353, 682642
4833, 1160, 127314
55996, 14172, 1164109
88640, 3640, 1653164
445754, 21786, 7164783
79169, 19010, 1403273
10462, 1030, 207659
357807, 22182, 5919386
741320, 23862, 9823896
1983, 411, 88197
158217, 19298, 2587581
26407, 1176, 470985
435808, 19708, 6038564
493656, 15378, 7309462
28740, 12248, 626909
143171, 19500, 2416006
637814, 21586, 8389168
67138, 9051, 1256615
355998, 23410, 5706185
37894, 1218, 724494
31959, 18218, 702587
76884, 16125, 1379560
1172, 243, 41984
27550, 13310, 579612
5418, 5088, 162109
216703, 17789, 3462906
135504, 19449, 2001187
435083, 17716, 5909853
855, 133, 49799
1135, 356, 31214
38291, 16437, 851251
262408, 5221, 4304281
182161, 18432, 2573212
131709, 18970, 2227060
223489, 18300, 3102025
22832, 15640, 531358
214520, 19388, 3278569
357468, 21214, 5375168
64570, 9361, 1105513
163865, 18926, 2332602
86812, 10833, 1532285
19648, 6097, 427862
5407, 1167, 128940
24843, 14410, 604482
380395, 19482, 5754579
438711, 6112, 6669214
24067, 1601, 466146
6134, 1078, 156191
525098, 6851, 8232342
50923, 15648, 1040302
125761, 15124, 2225796
69625, 17728, 1142878
92155, 18594, 1708534
1717, 2902, 78785
933680, 13829, 13845773
170589, 11159, 2633694
2578, 682, 81472
259115, 14466, 3709205
80173, 10612, 1410001
156377, 19076, 2577400
68953, 16432, 1387026
71540, 17750, 1351659
58631, 9400, 1160536
721645, 9167, 11109911
47088, 6584, 842351
118416, 15800, 2081861
84367, 12458, 1460241
117244, 18476, 2149607
66979, 14971, 1142345
511344, 18380, 6988176
1220238, 24738, 15142125
57449, 13850, 1139619
198212, 17340, 3284853
23174, 12992, 572886
399087, 6605, 6470839
2608, 5250, 123694
59512, 20308, 1224425
57359, 7815, 1099154
222332, 19072, 3307037
358229, 17038, 5039887
57837, 9178, 1021374
223448, 19262, 3594230
494047, 24082, 7134966
50909, 16766, 1019838
7704, 998, 175265
16249, 9344, 378956
16240, 8652, 405435
235854, 17298, 3860457
145180, 18890, 2213432
307327, 22386, 4816165
11082, 3210, 242190
11091, 1014, 257367
122171, 15674, 2158504
51442, 11318, 961328
269221, 18926, 3393737
27366, 12010, 582125
265409, 19440, 3652609
17902, 12090, 458564
77108, 14131, 1414769
335163, 20482, 4138949
108689, 17804, 1490828
7413, 2230, 168410
42316, 17770, 870466
416518, 18200, 5872824
476793, 17504, 6473937
217968, 21896, 3496705
25272, 5592, 501936
299056, 20280, 3735553
9139, 820, 189424
1903, 1443, 62328
218990, 19840, 3667912
435, 117, 29369
11278, 5526, 363395
393995, 19162, 5143011
3607, 4648, 132534
149755, 13716, 2480033
139605, 18740, 1966412
996833, 11849, 14447169
49211, 14274, 966641
210806, 6713, 3522386
85433, 13624, 1623880
188917, 8435, 3210387
259187, 18524, 3954931
195641, 19322, 2904875
748439, 8653, 10966264
152305, 17628, 2468450
19833, 10482, 442110
420866, 18966, 6497501
216148, 17418, 3337103
82927, 17033, 1481123
106010, 15266, 1916500
642802, 23932, 9449656
55475, 9409, 1032769
3161, 1932, 99074
18564, 6567, 396134
405067, 21176, 6574520
199972, 7142, 3154474
137556, 10903, 2062206
643529, 15929, 9640581
189025, 16758, 2616132
25706, 14064, 698131
18705, 4725, 406392
4117, 2088, 118005
2532, 650, 83941
567753, 22400, 8583028
34100, 18634, 767756
63237, 7948, 1282448
17627, 2035, 360046
273800, 15272, 4315171
79547, 9397, 1428112
594263, 18656, 7962477
22781, 6756, 492675
294951, 17834, 4426950
223677, 19162, 3223006
58621, 15537, 1116116
143738, 18966, 2191945
61414, 15868, 1286645
13967, 7762, 349267
6277, 1295, 150582
344209, 20034, 5004376
20739, 3764, 406245
9133, 4590, 228022
589, 286, 34297
66829, 13296, 1395358
376119, 7604, 6061151
19012, 4717, 386602
22727, 8936, 514756
193667, 16602, 2875247
82291, 15332, 1636442
166983, 18872, 3046338
112916, 18846, 1881848
113610, 15522, 2048963
134376, 2878, 2497291
37838, 15668, 863242
154716, 18582, 2205577
112142, 16860, 2050030
21412, 14112, 541861
70664, 18756, 1426465
221384, 16976, 3057336
15427, 9554, 378432
34271, 16318, 808112
17064, 11414, 436972
16792, 10324, 418603
173083, 21946, 3113066
27163, 12830, 555112
42564, 17658, 898916
34056, 4787, 679887
3033, 1884, 97994
22997, 8862, 470718
22259, 5965, 490115
112493, 17800, 1755637
406491, 22434, 6531703
151612, 15300, 2428858
611429, 13946, 9017927
38360, 14975, 814296
303991, 19566, 4156918
542654, 15118, 8385814
1247, 792, 73816
218133, 18060, 2769145
701521, 11770, 10045907
1025341, 25228, 13437715
17780, 3600, 380465
308448, 19026, 5186105
126238, 14190, 2263779
95175, 16546, 1537053
357299, 6601, 5810074
1093658, 15988, 15539482
427251, 16861, 6869198
22039, 4850, 433358
323432, 22484, 5275578
22343, 5588, 452911
54383, 8676, 1123648
1298, 446, 42067
213043, 18064, 3431780
61532, 19322, 1295074
30913, 1306, 623986
445111, 21296, 7095808
5190, 398, 136576
201875, 18788, 2919887
41451, 13108, 758246
17209, 3598, 328368
478828, 6923, 7760290
799260, 9486, 12288802
29194, 8236, 611115
73220, 17228, 1269142
448758, 15019, 6834883
13796, 7404, 320556
441905, 6130, 7203026
38312, 13310, 757076
3821, 941, 105659
792702, 9143, 11822712
55677, 18672, 1097675
86866, 12669, 1361003
714455, 15929, 10213793
77948, 10487, 1484670
33525, 15115, 712414
11543, 9988, 303906
6480, 475, 139765
199904, 6092, 3305481
102890, 14636, 1920544
517813, 11901, 8134341
39583, 17128, 879677
330656, 12443, 4868038
190057, 20532, 2595410
1699, 355, 57498
19402, 5590, 392164
60146, 13472, 1200929
601986, 21616, 8557980
327206, 18528, 3899048
4364, 2462, 125524
382346, 18998, 4861177
16812, 9824, 403216
162875, 20954, 3112498
2730, 1968, 93259
46283, 17176, 1020417
1009644, 24544, 14018475
131215, 17556, 2348186
46161, 4140, 827419
1294363, 15559, 19085047
51096, 17788, 1049935
14595, 2612, 281051
105529, 18692, 1924072
93199, 19600, 1659241
72104, 18970, 1357948
19867, 5750, 375886
40452, 11942, 871240
34057, 12430, 741045
32514, 14752, 758086
2531, 1616, 86563
503937, 8004, 8083296
13775, 8920, 343383
152550, 5987, 2748845
24031, 7539, 516989
77539, 18476, 1485900
140645, 12863, 2433505
5663, 990, 136612
1577, 794, 59362
17492, 3944, 366561
176773, 16954, 2601594
163214, 18386, 2894968
6606, 1116, 155360
110485, 13684, 1861962
112341, 14140, 2161312
76418, 18812, 1488340
12489, 6303, 309432
1030336, 23664, 12593148
510122, 6833, 8092482
235909, 14181, 3590935
172431, 14133, 2819440
121461, 19000, 2038113
893208, 9942, 12981843
54000, 14315, 966611
22870, 11894, 475377
49124, 10454, 872014
20098, 12972, 503183
2297, 1006, 66581
231662, 18194, 3204686
142966, 12844, 2334671
9835, 4482, 230761
823965, 23232, 10708192
23100, 11617, 674920
33041, 15045, 734123
50891, 1859, 1020331
64516, 7058, 1215495
7003, 3027, 171170
28183, 13407, 657917
65698, 16562, 1318080
23235, 6748, 515350
123340, 16754, 2108480
82755, 16778, 1311856
127239, 18226, 1957488
103864, 18232, 1800278
230769, 18536, 2855259
24211, 12300, 508779
56830, 3215, 1087814
68495, 18948, 1280489
46319, 13195, 940822
239641, 17313, 3894589
788, 340, 44667
6870, 1619, 148003
33070, 5194, 600082
20258, 5641, 388957
1070960, 11258, 15987544
480439, 20548, 7184372
167220, 13706, 2808317
73019, 8213, 1249273
200953, 17824, 3337512
30876, 15732, 714527
378002, 19430, 5121224
34221, 13455, 715487
617459, 13874, 8769421
17060, 1056, 342230
48298, 15028, 1006308
462217, 23326, 7351109
178907, 18872, 2928744
98537, 17646, 1636639
59379, 14630, 1173966
60776, 19000, 1279587
997335, 15787, 14525071
3442, 4640, 180959
900589, 23562, 11570505
4083, 4644, 174506
229643, 18930, 3223564
154069, 13310, 2628813
31279, 15755, 695630
455803, 6386, 7378900
384388, 18032, 5173268
32511, 15542, 756389
346900, 18922, 4372664
12054, 619, 253153
162753, 19812, 2342644
22599, 13098, 492876
353565, 18886, 5823681
177706, 18162, 3208129
96197, 13872, 1678049
126944, 4609, 2143664
53421, 7997, 1010558
50913, 13144, 1102139
118814, 13902, 2327952
59202, 15709, 1221037
65555, 17574, 1219298
128354, 16478, 2226532
38376, 18724, 893327
137815, 17490, 2124063
296383, 16906, 4291864
10128, 2336, 231889
57126, 7643, 1010199
51910, 17469, 1059562
19732, 5519, 397817
169110, 13030, 3048650
225107, 22552, 3613961
42023, 17071, 908958
219140, 18578, 3602039
79570, 16072, 1292919
97331, 16434, 1609115
976633, 25630, 14156108
64552, 15194, 1297124
205873, 17154, 2727611
1539, 291, 53456
151987, 15050, 2706089
26213, 12350, 549383
60427, 17452, 1229888
8308, 407, 175590
1085407, 10985, 15946261
242003, 19134, 3652375
24793, 10884, 567688
273116, 19278, 3658583
166556, 18282, 2204373
671219, 20916, 9680549
548722, 22692, 8491651
14383, 6700, 334446
183408, 17912, 2555902
291860, 20078, 4858049
257180, 15799, 3714301
356417, 22692, 5401042
262661, 12577, 4070857
398063, 7087, 6101129
251028, 15576, 4189906
1003840, 14576, 14559835
37005, 12247, 783936
186009, 14965, 2991770
1930, 1018, 69339
190940, 13757, 3058857
18121, 11224, 422657
11835, 571, 249016
244953, 16668, 3830033
1337102, 13106, 19223299
130887, 22278, 2314505
340991, 18906, 5293836
795274, 11302, 11756470
528891, 21152, 6942187
248579, 13384, 3700926
685167, 8357, 10388087
47616, 10190, 949467
902104, 22572, 11086030
115222, 14188, 2098682
5883, 732, 134898
9631, 1692, 204979
131185, 16810, 1834613
9741, 830, 201589
12532, 4424, 274712
9026, 1006, 190006
290493, 17512, 3810032
5968, 1395, 146920
57288, 11820, 1105376
80909, 18484, 1625666
1353, 356, 45735
3540, 816, 92966
210982, 19822, 3532960
77602, 15132, 1385495
166760, 17028, 2750907
17633, 4291, 394152
593849, 15819, 9077632
1011791, 24476, 13051310
1027, 210, 90247
181438, 22184, 3077541
96682, 14990, 1627502
179007, 13464, 2894977
357940, 18904, 5512520
20191, 11686, 486445
391857, 5431, 6527989
24172, 8978, 504916
1715, 3000, 79671
212103, 3393, 3648631
85934, 16626, 1748775
725, 563, 33803
21904, 13056, 521290
500069, 9603, 8155943
29097, 9566, 578984
57581, 16740, 1254083
102516, 13305, 1857213
22626, 11358, 568791
10343, 2276, 229514
85718, 14775, 1583348
34841, 16324, 719445
275278, 6120, 4476616
708858, 9604, 10821325
455905, 23498, 7293944
129554, 17838, 1651782
5280, 788, 132081
422783, 6847, 6460543
207868, 20666, 3476147
1338, 191, 49590
162801, 13250, 2728030
347807, 23170, 5870462
25644, 12722, 637088
563, 161, 21053
16582, 4116, 361079
49715, 14459, 1069913
66638, 15408, 1311194
475035, 17880, 6583213
1352, 474, 65497
68288, 19152, 1175392
209587, 3545, 3497829
65189, 17792, 1093536
576820, 17235, 8714795
1041115, 25454, 14046083
8962, 1993, 243404
292249, 19142, 4011409
1409187, 25872, 18161694
151221, 18406, 2848461
59512, 11660, 1256545
91664, 10777, 1700359
4430, 379, 109947
40495, 11060, 862513
35547, 15296, 770117
420897, 19468, 6213205
21371, 4353, 396800
601874, 21994, 8459227
43846, 8053, 867779
281627, 19558, 3912273
78213, 7458, 1490063
193592, 3192, 3486477
377206, 22318, 6061541
51151, 15160, 1125590
98757, 15200, 1822724
62276, 17034, 1154743
38073, 11772, 786989
143153, 14857, 2480151
159765, 15492, 2723388
108, 178, 21807
744309, 8499, 11165612
2673, 864, 116592
36905, 13620, 815542
37796, 10152, 770265
186312, 16602, 2819629
117230, 16396, 2189775
15676, 3594, 301604
151021, 16120, 2306107
267299, 18086, 3415365
18848, 10144, 442100
2710, 528, 62942
21389, 7315, 449609
71815, 13340, 1398230
25334, 15950, 621334
4702, 2006, 117599
62801, 10378, 1127454
10673, 5374, 229454
234625, 19052, 3006563
34388, 14108, 736324
15538, 8078, 370444
656303, 16782, 10264650
93824, 13008, 1732990
111328, 14946, 2135736
153763, 16902, 2466563
934758, 10349, 13686791
116804, 18296, 1955338
310661, 20486, 4897889
122406, 15008, 2152442
191323, 18934, 3044556
1799, 1104, 67549
29769, 1052, 544354
1084848, 14578, 15542050
344400, 14596, 5206960
10620, 589, 234015
100621, 13622, 1891373
130024, 16596, 2389782
159568, 13178, 2670412
307531, 21006, 5064993
986392, 24838, 14561872
13752, 7906, 431581
219635, 18582, 3250902
13850, 3197, 288727
71351, 21886, 1487189
273910, 22740, 4603808
1943, 1378, 76287
358451, 15029, 5053228
1566, 620, 70143
374520, 16947, 5712234
164808, 5380, 2635407
1174, 226, 45248
27798, 11484, 574710
403641, 5642, 6347843
61055, 16162, 1220077
525650, 20758, 7414412
34895, 5003, 691329
1975, 345, 54887
154307, 16952, 2680489
5075, 1550, 132229
686058, 21472, 10018758
131211, 15486, 2119061
1954, 214, 55622
53639, 3357, 957659
112250, 21794, 2013888
35765, 15159, 806298
61112, 15058, 1263412
31552, 12088, 714714
124, 230, 18323
212723, 18866, 3421849
33511, 11210, 704115
5481, 2964, 144369
300402, 7049, 5082083
2134, 462, 71802
81641, 15150, 1435477
88778, 13580, 1718643
7570, 1507, 167437
332729, 19710, 5304898
27860, 13157, 634197
27123, 8300, 594185
221833, 21336, 3863129
31839, 7792, 662469
4853, 810, 131503
16595, 11122, 423518
211116, 19106, 3398696
16308, 11616, 432844
23423, 10254, 543807
22920, 6563, 503057
125736, 11981, 2326058
411671, 18180, 6408078
142532, 17722, 2039885
32817, 10325, 731293
28710, 5784, 593978
28761, 8292, 616148
12243, 5340, 291066
20662, 6022, 461727
387493, 20340, 5338209
822120, 12742, 12471051
7919, 3772, 222886
11536, 1844, 218430
20268, 5922, 396561
150018, 17880, 3022206
408806, 19788, 10320077
37930, 13080, 968751
16930, 10486, 439391
775517, 21058, 12477761
220750, 18344, 3819911
37070, 11590, 811052
559162, 24102, 8613560
391249, 19166, 5192774
4853, 2046, 130403
4666, 4536, 137283
741604, 22830, 9254777
791890, 14701, 11781144
2075, 609, 102234
2495, 448, 83327
1433, 377, 41162
188993, 19782, 3707628
69404, 17755, 1588363
24762, 11755, 806612
63659, 15328, 1684152
5081, 1006, 143580
8846, 4107, 231233
5806, 1218, 140401
66584, 12524, 1291093
928548, 22822, 17818899
468, 274, 90813
103068, 14806, 3244030
33091, 12935, 1070676
72020, 14446, 1399753
64846, 10637, 1740084
13315, 4323, 378031
62782, 9004, 2994728
96277, 3323, 3104837
159175, 18818, 4861569
4922, 1952, 197230
34970, 15170, 1326202
29924, 1048, 966314
186865, 22404, 5828725
297777, 15648, 9544005
100541, 19988, 2519123
7459, 3628, 187425
179369, 17864, 2454814
82910, 17438, 1415581
42075, 14140, 785406
97586, 15234, 1450969
15689, 802, 262722
25440, 12978, 528009
402307, 21350, 6004776
3743, 808, 91630
681831, 22398, 8430520
41047, 3255, 754177
1450, 614, 62501
25271, 15502, 557655
42639, 16793, 825259
647931, 17320, 11202359
2889, 1626, 136647
188631, 16606, 3917766
264448, 18068, 4160372
926133, 16104, 16659583
43165, 5279, 1019813
27372, 4737, 586573
29692, 17010, 720670
178416, 18316, 2890732
16343, 9216, 459896
2084, 944, 75636
1396, 1614, 63484
2846, 480, 75174
10740, 1273, 229241
83022, 18280, 1701279
154731, 12277, 3075409
133322, 19968, 921208
54982, 18560, 336448
131592, 18916, 788221
112828, 15718, 630835
550753, 23660, 3396857
20407, 9914, 158260
20132, 5140, 131586
8671, 2944, 62340
44314, 18124, 303252
36786, 17732, 258485
308389, 19678, 1513897
139678, 18730, 739207
321663, 6028, 1882195
11131, 3625, 83191
249590, 19098, 1335007
226, 258, 7660
8384, 1797, 59548
375487, 13836, 2058357
168187, 3435, 1042497
318374, 18686, 1487689
20042, 10962, 158408
594915, 24224, 3389960
72176, 13098, 421575
7585, 3334, 57062
319216, 19404, 1784380
43195, 10836, 284259
1100, 420, 17633
20186, 6388, 137576
42558, 17414, 281449
393478, 22368, 2256774
25469, 1042, 158723
28629, 2007, 197639
11652, 1030, 105982
2075, 1380, 19498
574458, 22542, 3252884
4162, 1248, 46261
4712, 884, 33225
3715, 682, 26160
74977, 18298, 511001
715361, 23168, 4195907
142910, 12128, 894283
69938, 20148, 618411
300, 145, 4284
15480, 11310, 132699
14082, 6270, 110197
497839, 6939, 3265841
184365, 18474, 856581
292349, 21916, 1690973
220180, 15079, 1139552
57399, 18644, 364705
234147, 18968, 1258096
4760, 1084, 37189
243369, 17982, 1110173
2136, 276, 19647
293984, 18148, 1712719
594188, 7804, 3409503
37017, 18692, 259096
1424, 566, 15531
752307, 20866, 4399626
6935, 1619, 73353
19487, 3610, 151173
21422, 10959, 175405
155928, 21880, 960364
33058, 7168, 205892
14663, 3539, 115327
7838, 3552, 67286
9340, 2820, 73498
278264, 14430, 1488076
24145, 1056, 151481
1509, 590, 20013
98000, 8398, 581232
1208230, 25310, 6111755
641619, 16005, 3656410
775486, 23338, 3684320
101994, 11126, 646097
206836, 18768, 944941
193092, 18324, 1155136
314149, 21670, 1816069
299822, 19106, 1240143
6182, 1213, 49358
1302, 842, 13366
182277, 18328, 1137002
168418, 21810, 1018139
570961, 18836, 2938391
59849, 8772, 359234
2379, 955, 32082
60895, 13487, 404906
201247, 20110, 1091509
592083, 22002, 2672614
25183, 14158, 191066
13386, 786, 80746
95642, 17014, 591883
74996, 16090, 482025
71731, 14948, 448077
220833, 19672, 1197340
57765, 17750, 307007
283894, 18324, 1628342
155507, 15970, 905403
3221, 696, 24279
4952, 4952, 48065
2367, 573, 17590
312287, 4394, 1797089
11702, 7548, 98291
108950, 11581, 657521
226984, 18652, 1332363
17331, 10202, 132989
86403, 16758, 499637
79897, 10138, 453047
39686, 14309, 257262
2820, 516, 49323
109845, 17792, 539680
16813, 11064, 134588
675130, 22818, 3569073
75655, 15840, 460913
30516, 9025, 206717
8223, 861, 76640
463794, 22482, 2905486
3640, 3442, 61074
2310, 389, 35944
37975, 9297, 225197
180761, 18148, 840424
290517, 19064, 1554549
43251, 10490, 277562
11761, 2558, 78237
602975, 21792, 3223494
124505, 15886, 778909
50224, 14424, 282221
145288, 18352, 681388
222445, 3619, 1292604
8924, 686, 60762
533835, 14505, 3061565
33961, 13358, 233332
228355, 19010, 1067306
2169, 522, 30535
61138, 13224, 364329
175551, 15746, 1030319
516997, 19392, 2675696
267171, 19092, 1433435
8078, 1904, 61737
5966, 411, 38672
6440, 2978, 50378
7632, 6642, 67136
27514, 13782, 189164
1632, 243, 37634
128064, 10018, 730522
36979, 10204, 232813
78867, 11803, 500779
352362, 18676, 1960900
236587, 21188, 1219259
50644, 14494, 328462
43772, 9812, 262574
19130, 5271, 147363
513422, 20604, 2372995
223728, 13176, 1196896
8944, 2153, 65587
25782, 7903, 170023
2744, 672, 47009
21266, 12884, 156461
124540, 5712, 756734
18051, 9250, 130040
597535, 21948, 3199218
62879, 15608, 393540
35237, 10106, 221385
35650, 10144, 224876
484985, 22528, 2719244
438927, 10605, 2456434
359497, 17890, 1906495
88243, 18804, 466503
420622, 22260, 2380404
1184274, 25674, 6049805
14662, 8616, 128732
197347, 17518, 1128275
13069, 6950, 99383
45909, 14997, 276045
11712, 3207, 97019
2803, 646, 23457
96654, 10822, 598711
27610, 10566, 175418
485759, 10776, 2769080
218747, 17246, 1094880
349067, 20664, 2001127
11581, 804, 93665
33388, 18626, 228336
21156, 13054, 166559
8803, 2403, 78348
5560, 1224, 38003
1172869, 14173, 6671030
21018, 12508, 174839
8510, 3340, 72283
1250, 630, 11331
9513, 1309, 60907
129277, 18934, 733698
869474, 24524, 4808403
56589, 15606, 323204
14697, 4827, 101609
139555, 22056, 878839
2244, 572, 18130
81552, 18880, 497739
237505, 15541, 1270256
48583, 14328, 294804
1505, 414, 50494
27242, 12125, 186431
52996, 14410, 317126
1234, 385, 43038
76200, 10422, 479955
1513, 2430, 21013
237150, 19076, 1282260
140033, 15539, 858923
2276, 430, 27943
207368, 17527, 1116837
1091466, 16318, 6422898
220437, 17450, 1229101
332892, 19862, 1660325
142035, 18308, 891237
56422, 10070, 342575
385385, 7728, 2223350
39919, 9850, 250741
17696, 5647, 118668
500, 286, 8682
30916, 8668, 193398
8473, 2150, 60633
193692, 19066, 958047
186962, 16632, 1088893
734188, 23146, 3697272
2024, 150, 26564
3839, 1118, 27181
21957, 13198, 164419
158464, 19455, 875605
181461, 17884, 3913909
1278, 722, 988514
22167, 8956, 167065
22239, 9732, 858121
104968, 16116, 990716
135483, 18998, 724620
348386, 17212, 1840395
4887, 996, 40136
41219, 10538, 254170
758188, 15371, 4160427
1697, 311, 26813
555350, 21906, 2955892
605141, 20868, 3199604
13813, 6208, 109668
200022, 15002, 1082744
76975, 17679, 450889
20941, 9950, 149317
588444, 21976, 2671969
213070, 13196, 1312723
20757, 12912, 161541
683, 332, 8013
60043, 15585, 356721
4420, 946, 38957
21652, 6563, 143158
123736, 12097, 728848
177528, 17068, 1013329
26817, 8169, 178252
23006, 7609, 154681
69471, 13628, 394232
34768, 18618, 235594
273166, 16944, 1352253
36970, 10150, 235079
138074, 16350, 794192
132075, 14674, 783247
29248, 13342, 201388
36519, 1611, 213400
273156, 18384, 1153055
167816, 4270, 988614
851, 867, 13713
2061, 1768, 21845
